"","Season","Player","DraftPos","DraftYear","PER","WS","VORP","BPM"
"664","2023-24","Damian Lillard",6,2012,21.552,10.069,4.571,10.011
"665","2020-21","Harrison Barnes",7,2012,12.994,3.686,0.496,3.671
"666","2021-22","Harrison Barnes",7,2012,13.028,3.692,0.491,3.678
"667","2022-23","Harrison Barnes",7,2012,13.005,3.686,0.488,3.693
"668","2023-24","Harrison Barnes",7,2012,12.954,3.69,0.491,3.695
"669","2020-21","Terrence Ross",8,2012,12.349,2.543,0.595,2.553
"670","2021-22","Terrence Ross",8,2012,12.362,2.497,0.604,2.523
"671","2022-23","Terrence Ross",8,2012,12.367,2.507,0.6,2.524
"672","2023-24","Terrence Ross",8,2012,12.351,2.53,0.605,2.524
"673","2020-21","Andre Drummond",9,2012,22,8.104,2.118,8.06
"674","2021-22","Andre Drummond",9,2012,22.003,8.078,2.115,8.13
"675","2022-23","Andre Drummond",9,2012,22.008,8.076,2.114,8.039
"676","2023-24","Andre Drummond",9,2012,21.997,8.063,2.104,8.079
"677","2020-21","Austin Rivers",10,2012,9.672,1.051,-0.444,1.078
"678","2021-22","Austin Rivers",10,2012,9.687,1.071,-0.432,1.072
"679","2022-23","Austin Rivers",10,2012,9.666,1.055,-0.438,1.053
"680","2023-24","Austin Rivers",10,2012,9.663,1.052,-0.437,1.058
"681","2020-21","Jeremy Lamb",12,2012,15.219,2.975,0.93,2.94
"682","2021-22","Jeremy Lamb",12,2012,15.242,2.955,0.939,2.973
"683","2022-23","Jeremy Lamb",12,2012,15.231,2.996,0.936,2.959
"684","2023-24","Jeremy Lamb",12,2012,15.225,2.995,0.933,2.97
"685","2020-21","Maurice Harkless",15,2012,12.138,2.759,0.609,2.731
"686","2021-22","Maurice Harkless",15,2012,12.154,2.766,0.612,2.747
"687","2022-23","Maurice Harkless",15,2012,12.142,2.743,0.607,2.747
"688","2023-24","Maurice Harkless",15,2012,12.157,2.746,0.615,2.733
"689","2020-21","Evan Fournier",20,2012,13.249,2.791,0.245,2.786
"690","2021-22","Evan Fournier",20,2012,13.259,2.799,0.248,2.78
"691","2022-23","Evan Fournier",20,2012,13.26,2.787,0.24,2.8
"692","2023-24","Evan Fournier",20,2012,13.236,2.797,0.24,2.803
"693","2020-21","Tomáš Satoranský",32,2012,12.619,3.429,0.641,3.475
"694","2021-22","Tomáš Satoranský",32,2012,12.628,3.483,0.641,3.469
"695","2022-23","Tomáš Satoranský",32,2012,12.632,3.447,0.634,3.496
"696","2023-24","Tomáš Satoranský",32,2012,12.623,3.465,0.633,3.451
"697","2020-21","Jae Crowder",34,2012,12.457,3.232,0.726,3.229
"698","2021-22","Jae Crowder",34,2012,12.457,3.185,0.707,3.19
"699","2022-23","Jae Crowder",34,2012,12.457,3.199,0.716,3.165
"700","2023-24","Jae Crowder",34,2012,12.451,3.212,0.716,3.174
"701","2020-21","Draymond Green",35,2012,14.447,6.174,2.758,6.216
"702","2021-22","Draymond Green",35,2012,14.442,6.173,2.737,6.159
"703","2022-23","Draymond Green",35,2012,14.475,6.205,2.739,6.203
"704","2023-24","Draymond Green",35,2012,14.415,6.255,2.745,6.204
"705","2020-21","Khris Middleton",39,2012,15.015,4.45,1.08,4.421
"706","2021-22","Khris Middleton",39,2012,14.996,4.454,1.074,4.476
"707","2022-23","Khris Middleton",39,2012,15.046,4.415,1.072,4.429
"708","2023-24","Khris Middleton",39,2012,15.042,4.438,1.075,4.425
"709","2020-21","Will Barton",40,2012,13.251,1.966,0.577,1.938
"710","2021-22","Will Barton",40,2012,13.252,1.982,0.57,1.95
"711","2022-23","Will Barton",40,2012,13.224,1.964,0.573,1.949
"712","2023-24","Will Barton",40,2012,13.232,1.949,0.575,1.931
"713","2020-21","Kyrie Irving",1,2011,22.075,7.316,3.443,7.248
"714","2021-22","Kyrie Irving",1,2011,22.066,7.363,3.448,7.302
"715","2022-23","Kyrie Irving",1,2011,22.078,7.327,3.456,7.318
"716","2023-24","Kyrie Irving",1,2011,22.079,7.315,3.457,7.322
"717","2020-21","Enes Freedom",3,2011,20.782,4.303,0.592,4.275
"718","2021-22","Enes Freedom",3,2011,20.816,4.297,0.594,4.274
"719","2022-23","Enes Freedom",3,2011,20.86,4.285,0.594,4.302
"720","2023-24","Enes Freedom",3,2011,20.785,4.308,0.604,4.267
"721","2020-21","Tristan Thompson",4,2011,15.379,5.029,0.198,5.011
"722","2021-22","Tristan Thompson",4,2011,15.41,5.006,0.187,5.024
"723","2022-23","Tristan Thompson",4,2011,15.385,4.999,0.187,5.001
"724","2023-24","Tristan Thompson",4,2011,15.405,4.978,0.186,4.997
"725","2020-21","Jonas Valančiūnas",5,2011,21.226,5.541,1.007,5.452
"726","2021-22","Jonas Valančiūnas",5,2011,21.165,5.495,1.007,5.5
"727","2022-23","Jonas Valančiūnas",5,2011,21.191,5.5,1.002,5.529
"728","2023-24","Jonas Valančiūnas",5,2011,21.171,5.51,1.008,5.493
"729","2020-21","Bismack Biyombo",7,2011,13.071,2.853,-0.231,2.868
"730","2021-22","Bismack Biyombo",7,2011,13.07,2.871,-0.242,2.865
"731","2022-23","Bismack Biyombo",7,2011,13.116,2.872,-0.234,2.86
"732","2023-24","Bismack Biyombo",7,2011,13.089,2.864,-0.231,2.843
"733","2020-21","Kemba Walker",9,2011,19.045,6.134,3.104,6.112
"734","2021-22","Kemba Walker",9,2011,19.054,6.076,3.077,6.097
"735","2022-23","Kemba Walker",9,2011,19.087,6.099,3.115,6.099
"736","2023-24","Kemba Walker",9,2011,19.063,6.079,3.103,6.074
"737","2020-21","Alec Burks",12,2011,12.785,1.346,0.156,1.326
"738","2021-22","Alec Burks",12,2011,12.79,1.334,0.152,1.333
"739","2022-23","Alec Burks",12,2011,12.789,1.333,0.154,1.339
"740","2023-24","Alec Burks",12,2011,12.779,1.331,0.153,1.332
"741","2020-21","Markieff Morris",13,2011,13.113,2.143,0.196,2.163
"742","2021-22","Markieff Morris",13,2011,13.119,2.169,0.211,2.154
"743","2022-23","Markieff Morris",13,2011,13.078,2.172,0.201,2.13
"744","2023-24","Markieff Morris",13,2011,13.099,2.134,0.203,2.152
"745","2020-21","Marcus Morris",14,2011,11.829,2.866,0.513,2.876
"746","2021-22","Marcus Morris",14,2011,11.863,2.848,0.526,2.868
"747","2022-23","Marcus Morris",14,2011,11.784,2.888,0.525,2.874
"748","2023-24","Marcus Morris",14,2011,11.818,2.873,0.517,2.842
"749","2020-21","Nikola Vučević",16,2011,19.77,5.25,1.882,5.243
"750","2021-22","Nikola Vučević",16,2011,19.734,5.269,1.864,5.254
"751","2022-23","Nikola Vučević",16,2011,19.749,5.242,1.88,5.214
"752","2023-24","Nikola Vučević",16,2011,19.689,5.225,1.866,5.218
"753","2020-21","Tobias Harris",19,2011,16.357,3.867,1.268,3.854
"754","2021-22","Tobias Harris",19,2011,16.365,3.875,1.271,3.913
"755","2022-23","Tobias Harris",19,2011,16.349,3.906,1.272,3.864
"756","2023-24","Tobias Harris",19,2011,16.363,3.877,1.273,3.907
"757","2020-21","Reggie Jackson",24,2011,15.694,3.308,1.016,3.316
"758","2021-22","Reggie Jackson",24,2011,15.722,3.286,1.019,3.313
"759","2022-23","Reggie Jackson",24,2011,15.698,3.302,1.027,3.29
"760","2023-24","Reggie Jackson",24,2011,15.671,3.318,1.012,3.313
"761","2020-21","Cory Joseph",29,2011,12.283,2.704,0.478,2.706
"762","2021-22","Cory Joseph",29,2011,12.245,2.721,0.484,2.746
"763","2022-23","Cory Joseph",29,2011,12.23,2.724,0.485,2.722
"764","2023-24","Cory Joseph",29,2011,12.271,2.726,0.483,2.708
"765","2020-21","Jimmy Butler",30,2011,19.444,7.457,2.97,7.403
"766","2021-22","Jimmy Butler",30,2011,19.568,7.41,2.919,7.374
"767","2022-23","Jimmy Butler",30,2011,19.486,7.418,2.948,7.414
"768","2023-24","Jimmy Butler",30,2011,19.47,7.378,2.938,7.448
"769","2020-21","Bojan Bogdanović",31,2011,13.337,3.066,0.224,3.056
"770","2021-22","Bojan Bogdanović",31,2011,13.391,3.071,0.233,3.078
"771","2022-23","Bojan Bogdanović",31,2011,13.328,3.062,0.237,3.068
"772","2023-24","Bojan Bogdanović",31,2011,13.34,3.032,0.219,3.059
"773","2020-21","Dāvis Bertāns",42,2011,13.327,3.147,1.032,3.152
"774","2021-22","Dāvis Bertāns",42,2011,13.32,3.144,1.028,3.129
"775","2022-23","Dāvis Bertāns",42,2011,13.32,3.15,1.029,3.134
"776","2023-24","Dāvis Bertāns",42,2011,13.331,3.142,1.029,3.14
"777","2020-21","Isaiah Thomas",60,2011,17.52,4.273,1.577,4.182
"778","2021-22","Isaiah Thomas",60,2011,17.497,4.327,1.557,4.245
"779","2022-23","Isaiah Thomas",60,2011,17.568,4.211,1.526,4.326
"780","2023-24","Isaiah Thomas",60,2011,17.573,4.295,1.554,4.273
"781","2020-21","Derrick Favors",3,2010,17.824,4.752,1.042,4.799
"782","2021-22","Derrick Favors",3,2010,17.865,4.779,1.028,4.812
"783","2022-23","Derrick Favors",3,2010,17.864,4.71,1.022,4.754
"784","2023-24","Derrick Favors",3,2010,17.851,4.752,1.032,4.763
"785","2020-21","DeMarcus Cousins",5,2010,22.801,4.699,2.432,4.676
"786","2021-22","DeMarcus Cousins",5,2010,22.848,4.702,2.472,4.697
"787","2022-23","DeMarcus Cousins",5,2010,22.825,4.677,2.419,4.688
"788","2023-24","DeMarcus Cousins",5,2010,22.828,4.687,2.447,4.694
"789","2020-21","Gordon Hayward",9,2010,15.9,5.323,2.084,5.327
"790","2021-22","Gordon Hayward",9,2010,15.849,5.3,2.105,5.378
"791","2022-23","Gordon Hayward",9,2010,15.87,5.335,2.108,5.385
"792","2023-24","Gordon Hayward",9,2010,15.871,5.382,2.102,5.373
"793","2020-21","Paul George",10,2010,18.056,7.263,3.472,7.242
"794","2021-22","Paul George",10,2010,18.062,7.243,3.503,7.318
"795","2022-23","Paul George",10,2010,18.035,7.245,3.469,7.252
"796","2023-24","Paul George",10,2010,18.076,7.212,3.485,7.33
"797","2020-21","Ed Davis",13,2010,16.535,4.218,0.647,4.245
"798","2021-22","Ed Davis",13,2010,16.554,4.258,0.653,4.242
"799","2022-23","Ed Davis",13,2010,16.538,4.246,0.644,4.242
"800","2023-24","Ed Davis",13,2010,16.541,4.248,0.646,4.246
"801","2020-21","Eric Bledsoe",18,2010,17.203,3.887,1.751,3.846
"802","2021-22","Eric Bledsoe",18,2010,17.296,3.886,1.764,3.918
"803","2022-23","Eric Bledsoe",18,2010,17.275,3.863,1.785,3.862
"804","2023-24","Eric Bledsoe",18,2010,17.277,3.879,1.786,3.873
"805","2020-21","Avery Bradley",19,2010,10.076,1.151,-0.164,1.154
"806","2021-22","Avery Bradley",19,2010,10.033,1.164,-0.16,1.137
"807","2022-23","Avery Bradley",19,2010,9.988,1.127,-0.159,1.149
"808","2023-24","Avery Bradley",19,2010,10.02,1.136,-0.16,1.151
"809","2020-21","Hassan Whiteside",33,2010,17.056,5.311,1.501,5.253
"810","2021-22","Hassan Whiteside",33,2010,17.339,5.225,1.529,5.285
"811","2022-23","Hassan Whiteside",33,2010,17.08,5.266,1.54,5.218
"812","2023-24","Hassan Whiteside",33,2010,17.203,5.307,1.529,5.27
"813","2020-21","Nemanja Bjelica",35,2010,12.593,2.667,0.612,2.683
"814","2021-22","Nemanja Bjelica",35,2010,12.577,2.651,0.604,2.651
"815","2022-23","Nemanja Bjelica",35,2010,12.547,2.662,0.602,2.687
"816","2023-24","Nemanja Bjelica",35,2010,12.547,2.684,0.601,2.678
"817","2020-21","Blake Griffin",1,2009,21.691,7.198,3.158,7.301
"818","2021-22","Blake Griffin",1,2009,21.705,7.295,3.156,7.255
"819","2022-23","Blake Griffin",1,2009,21.683,7.273,3.156,7.274
"820","2023-24","Blake Griffin",1,2009,21.687,7.344,3.155,7.295
"821","2020-21","James Harden",3,2009,23.778,12.146,5.764,12.221
"822","2021-22","James Harden",3,2009,23.758,12.137,5.756,12.171
"823","2022-23","James Harden",3,2009,23.751,12.166,5.739,12.169
"824","2023-24","James Harden",3,2009,23.693,12.192,5.75,12.155
"825","2020-21","Ricky Rubio",5,2009,15.663,4.064,1.432,4.036
"826","2021-22","Ricky Rubio",5,2009,15.664,4.027,1.418,4.032
"827","2022-23","Ricky Rubio",5,2009,15.654,4.023,1.429,4.02
"828","2023-24","Ricky Rubio",5,2009,15.637,4.034,1.434,4.037
"829","2020-21","Stephen Curry",7,2009,23.931,10.414,5.111,10.364
"830","2021-22","Stephen Curry",7,2009,23.902,10.273,5.085,10.253
"831","2022-23","Stephen Curry",7,2009,23.889,10.271,5.05,10.325
"832","2023-24","Stephen Curry",7,2009,23.93,10.3,5.084,10.337
"833","2020-21","DeMar DeRozan",9,2009,17.604,5.978,1.437,6.023
"834","2021-22","DeMar DeRozan",9,2009,17.641,5.989,1.474,5.995
"835","2022-23","DeMar DeRozan",9,2009,17.652,6.066,1.491,5.985
"836","2023-24","DeMar DeRozan",9,2009,17.617,6.026,1.463,6.004
"837","2020-21","James Johnson",16,2009,13.402,2.03,0.772,1.983
"838","2021-22","James Johnson",16,2009,13.453,1.997,0.753,2.023
"839","2022-23","James Johnson",16,2009,13.437,2.016,0.755,1.991
"840","2023-24","James Johnson",16,2009,13.406,2.011,0.754,2.037
"841","2020-21","Jrue Holiday",17,2009,16.862,3.9,1.699,3.903
"842","2021-22","Jrue Holiday",17,2009,16.902,3.867,1.712,3.884
"843","2022-23","Jrue Holiday",17,2009,16.914,3.911,1.713,3.932
"844","2023-24","Jrue Holiday",17,2009,16.901,3.88,1.706,3.899
"845","2020-21","Taj Gibson",26,2009,15.385,4.481,0.517,4.494
"846","2021-22","Taj Gibson",26,2009,15.377,4.501,0.517,4.495
"847","2022-23","Taj Gibson",26,2009,15.396,4.506,0.515,4.507
"848","2023-24","Taj Gibson",26,2009,15.369,4.518,0.513,4.504
"849","2020-21","Wayne Ellington",28,2009,11.246,1.661,0.212,1.671
"850","2021-22","Wayne Ellington",28,2009,11.254,1.685,0.211,1.685
"851","2022-23","Wayne Ellington",28,2009,11.255,1.685,0.209,1.698
"852","2023-24","Wayne Ellington",28,2009,11.259,1.678,0.209,1.684
"853","2020-21","Patrick Beverley",42,2009,12.75,3.524,1.079,3.58
"854","2021-22","Patrick Beverley",42,2009,12.746,3.522,1.075,3.566
"855","2022-23","Patrick Beverley",42,2009,12.767,3.543,1.072,3.571
"856","2023-24","Patrick Beverley",42,2009,12.751,3.54,1.071,3.539
"857","2020-21","Danny Green",46,2009,13.08,3.932,1.694,3.947
"858","2021-22","Danny Green",46,2009,13.056,3.915,1.707,3.951
"859","2022-23","Danny Green",46,2009,13.037,3.935,1.695,3.93
"860","2023-24","Danny Green",46,2009,13.048,3.904,1.702,3.923
"861","2020-21","Patty Mills",55,2009,14.657,2.797,0.781,2.784
"862","2021-22","Patty Mills",55,2009,14.693,2.763,0.79,2.775
"863","2022-23","Patty Mills",55,2009,14.749,2.778,0.779,2.74
"864","2023-24","Patty Mills",55,2009,14.667,2.761,0.786,2.766
"865","2020-21","Derrick Rose",1,2008,15.901,3.082,1.195,3.076
"866","2021-22","Derrick Rose",1,2008,15.898,3.097,1.217,3.075
"867","2022-23","Derrick Rose",1,2008,15.978,3.082,1.206,3.065
"868","2023-24","Derrick Rose",1,2008,15.949,3.131,1.212,3.052
"869","2020-21","Russell Westbrook",4,2008,23.747,8.807,4.612,8.836
"870","2021-22","Russell Westbrook",4,2008,23.767,8.849,4.582,8.803
"871","2022-23","Russell Westbrook",4,2008,23.707,8.802,4.559,8.821
"872","2023-24","Russell Westbrook",4,2008,23.736,8.757,4.567,8.809
"873","2020-21","Kevin Love",5,2008,21.28,7.143,2.613,7.138
"874","2021-22","Kevin Love",5,2008,21.296,7.102,2.635,7.149
"875","2022-23","Kevin Love",5,2008,21.297,7.137,2.624,7.144
"876","2023-24","Kevin Love",5,2008,21.289,7.085,2.635,7.162
"877","2020-21","Danilo Gallinari",6,2008,16.366,4.668,1.513,4.707
"878","2021-22","Danilo Gallinari",6,2008,16.389,4.712,1.517,4.692
"879","2022-23","Danilo Gallinari",6,2008,16.373,4.699,1.51,4.701
"880","2023-24","Danilo Gallinari",6,2008,16.407,4.648,1.504,4.668
"881","2020-21","Eric Gordon",7,2008,14.906,3.046,0.835,3.048
"882","2021-22","Eric Gordon",7,2008,14.909,3.036,0.831,3.043
"883","2022-23","Eric Gordon",7,2008,14.899,3.043,0.832,3.064
"884","2023-24","Eric Gordon",7,2008,14.908,3.066,0.835,3.041
"885","2020-21","D.J. Augustin",9,2008,13.189,3.178,0.602,3.19
"886","2021-22","D.J. Augustin",9,2008,13.19,3.16,0.606,3.199
"887","2022-23","D.J. Augustin",9,2008,13.171,3.188,0.605,3.169
"888","2023-24","D.J. Augustin",9,2008,13.158,3.188,0.614,3.179
"889","2020-21","Brook Lopez",10,2008,20.48,5.468,1.732,5.491
"890","2021-22","Brook Lopez",10,2008,20.449,5.476,1.72,5.443
"891","2022-23","Brook Lopez",10,2008,20.47,5.49,1.729,5.488
"892","2023-24","Brook Lopez",10,2008,20.475,5.446,1.729,5.473
"893","2020-21","Robin Lopez",15,2008,15.808,3.835,0.44,3.921
"894","2021-22","Robin Lopez",15,2008,15.786,3.909,0.431,3.903
"895","2022-23","Robin Lopez",15,2008,15.777,3.91,0.448,3.888
"896","2023-24","Robin Lopez",15,2008,15.783,3.911,0.447,3.889
"897","2020-21","JaVale McGee",18,2008,18.016,2.42,0.406,2.407
"898","2021-22","JaVale McGee",18,2008,17.94,2.428,0.41,2.448
"899","2022-23","JaVale McGee",18,2008,17.987,2.429,0.407,2.412
"900","2023-24","JaVale McGee",18,2008,17.994,2.414,0.412,2.442
"901","2020-21","Serge Ibaka",24,2008,16.86,5.769,1.27,5.74
"902","2021-22","Serge Ibaka",24,2008,16.865,5.749,1.276,5.727
"903","2022-23","Serge Ibaka",24,2008,16.881,5.745,1.279,5.752
"904","2023-24","Serge Ibaka",24,2008,16.868,5.71,1.27,5.741
"905","2020-21","Nicolas Batum",25,2008,14.977,4.933,2.052,4.94
"906","2021-22","Nicolas Batum",25,2008,14.978,4.953,2.043,4.936
"907","2022-23","Nicolas Batum",25,2008,14.969,4.941,2.039,4.942
"908","2023-24","Nicolas Batum",25,2008,14.972,4.929,2.05,4.94
"909","2020-21","George Hill",26,2008,14.474,4.412,1.22,4.356
"910","2021-22","George Hill",26,2008,14.47,4.422,1.222,4.413
"911","2022-23","George Hill",26,2008,14.505,4.353,1.225,4.41
"912","2023-24","George Hill",26,2008,14.513,4.371,1.209,4.371
"913","2020-21","DeAndre Jordan",35,2008,18.169,6.945,1.632,6.94
"914","2021-22","DeAndre Jordan",35,2008,18.142,6.965,1.647,7.006
"915","2022-23","DeAndre Jordan",35,2008,18.193,6.916,1.629,6.965
"916","2023-24","DeAndre Jordan",35,2008,18.144,6.961,1.649,6.992
"917","2020-21","Goran Dragić",45,2008,16.123,3.922,1.182,3.896
"918","2021-22","Goran Dragić",45,2008,16.161,3.905,1.178,3.927
"919","2022-23","Goran Dragić",45,2008,16.159,3.951,1.181,3.894
"920","2023-24","Goran Dragić",45,2008,16.119,3.93,1.176,3.89
"921","2020-21","Kevin Durant",2,2007,25.398,11.862,5.778,11.8
"922","2021-22","Kevin Durant",2,2007,25.338,11.867,5.753,11.867
"923","2022-23","Kevin Durant",2,2007,25.375,11.861,5.776,11.854
"924","2023-24","Kevin Durant",2,2007,25.334,11.79,5.767,11.822
"925","2020-21","Al Horford",3,2007,19.069,7.158,2.617,7.214
"926","2021-22","Al Horford",3,2007,19.047,7.162,2.629,7.174
"927","2022-23","Al Horford",3,2007,19.083,7.159,2.634,7.155
"928","2023-24","Al Horford",3,2007,19.062,7.143,2.638,7.191
"929","2020-21","Mike Conley",4,2007,17.477,5.959,2.408,5.894
"930","2021-22","Mike Conley",4,2007,17.505,5.952,2.369,5.999
"931","2022-23","Mike Conley",4,2007,17.509,5.97,2.389,5.917
"932","2023-24","Mike Conley",4,2007,17.476,5.964,2.401,5.932
"933","2020-21","Jeff Green",5,2007,13.233,3.139,0.344,3.122
"934","2021-22","Jeff Green",5,2007,13.207,3.138,0.334,3.138
"935","2022-23","Jeff Green",5,2007,13.21,3.14,0.341,3.143
"936","2023-24","Jeff Green",5,2007,13.225,3.136,0.337,3.129
"937","2020-21","Thaddeus Young",12,2007,16.376,4.473,1.249,4.49
"938","2021-22","Thaddeus Young",12,2007,16.376,4.456,1.251,4.487
"939","2022-23","Thaddeus Young",12,2007,16.377,4.491,1.252,4.466
"940","2023-24","Thaddeus Young",12,2007,16.367,4.491,1.248,4.455
"941","2020-21","LaMarcus Aldridge",2,2006,20.867,8.201,2.381,8.227
"942","2021-22","LaMarcus Aldridge",2,2006,20.868,8.2,2.387,8.207
"943","2022-23","LaMarcus Aldridge",2,2006,20.846,8.214,2.387,8.213
"944","2023-24","LaMarcus Aldridge",2,2006,20.82,8.214,2.384,8.23
"945","2020-21","Rudy Gay",8,2006,16.786,3.747,1.529,3.718
"946","2021-22","Rudy Gay",8,2006,16.799,3.74,1.532,3.747
"947","2022-23","Rudy Gay",8,2006,16.775,3.732,1.539,3.733
"948","2023-24","Rudy Gay",8,2006,16.798,3.74,1.537,3.722
"949","2020-21","Rajon Rondo",21,2006,15.61,3.967,1.575,3.966
"950","2021-22","Rajon Rondo",21,2006,15.568,4.02,1.559,4.024
"951","2022-23","Rajon Rondo",21,2006,15.582,3.945,1.564,3.995
"952","2023-24","Rajon Rondo",21,2006,15.579,4.008,1.563,3.994
"953","2020-21","Kyle Lowry",24,2006,17.648,6.041,2.43,6.069
"954","2021-22","Kyle Lowry",24,2006,17.654,5.992,2.424,5.988
"955","2022-23","Kyle Lowry",24,2006,17.671,6.059,2.439,5.959
"956","2023-24","Kyle Lowry",24,2006,17.635,6.025,2.43,6.049
"957","2020-21","P.J. Tucker",35,2006,10.992,3.374,0.748,3.345
"958","2021-22","P.J. Tucker",35,2006,10.992,3.388,0.756,3.376
"959","2022-23","P.J. Tucker",35,2006,10.999,3.375,0.747,3.377
"960","2023-24","P.J. Tucker",35,2006,11.007,3.362,0.75,3.368
"961","2020-21","Paul Millsap",47,2006,18.769,6.774,2.196,6.746
"962","2021-22","Paul Millsap",47,2006,18.783,6.759,2.197,6.754
"963","2022-23","Paul Millsap",47,2006,18.766,6.779,2.218,6.744
"964","2023-24","Paul Millsap",47,2006,18.804,6.772,2.203,6.77
"965","2020-21","Chris Paul",4,2005,25.125,12.299,5.908,12.31
"966","2021-22","Chris Paul",4,2005,25.109,12.229,5.891,12.193
"967","2022-23","Chris Paul",4,2005,25.096,12.231,5.895,12.291
"968","2023-24","Chris Paul",4,2005,25.104,12.253,5.875,12.265
"969","2020-21","Lou Williams",45,2005,17.708,4.118,1.583,4.082
"970","2021-22","Lou Williams",45,2005,17.723,4.067,1.591,4.096
"971","2022-23","Lou Williams",45,2005,17.741,4.086,1.58,4.085
"972","2023-24","Lou Williams",45,2005,17.692,4.087,1.576,4.091
"973","2020-21","Dwight Howard",1,2004,21.197,8.642,2.541,8.61
"974","2021-22","Dwight Howard",1,2004,21.181,8.621,2.539,8.651
"975","2022-23","Dwight Howard",1,2004,21.191,8.643,2.521,8.574
"976","2023-24","Dwight Howard",1,2004,21.177,8.637,2.52,8.591
"977","2020-21","Andre Iguodala",9,2004,15.263,6.421,2.671,6.43
"978","2021-22","Andre Iguodala",9,2004,15.212,6.424,2.661,6.433
"979","2022-23","Andre Iguodala",9,2004,15.247,6.424,2.653,6.437
"980","2023-24","Andre Iguodala",9,2004,15.212,6.429,2.659,6.408
"981","2020-21","Trevor Ariza",43,2004,13.449,3.098,1.085,3.096
"982","2021-22","Trevor Ariza",43,2004,13.46,3.1,1.077,3.098
"983","2022-23","Trevor Ariza",43,2004,13.431,3.106,1.087,3.123
"984","2023-24","Trevor Ariza",43,2004,13.463,3.077,1.074,3.098
"985","2020-21","LeBron James",1,2003,27.625,14.182,7.965,14.177
"986","2021-22","LeBron James",1,2003,27.658,14.157,7.983,14.181
"987","2022-23","LeBron James",1,2003,27.632,14.194,7.986,14.177
"988","2023-24","LeBron James",1,2003,27.602,14.136,7.983,14.19
"989","2020-21","Carmelo Anthony",3,2003,20.042,6.061,2.185,6.034
"990","2021-22","Carmelo Anthony",3,2003,20.009,6.022,2.182,6.046
"991","2022-23","Carmelo Anthony",3,2003,19.969,6.038,2.171,6.043
"992","2023-24","Carmelo Anthony",3,2003,20.036,6.044,2.177,6.067
